#STARTDIALOGUE				
And is there anything that makes it worse?	what makes the pain worse	[ Pain3 ]Bending down and moving makes it feel a lot worse.	what makes the pain worse	True
Does your work require you to move around a lot?	none	I am an auto mechanic.  I have my own garage where  I do repairs and custom restorations.	what do you do for a living	False
So the back pain must make working difficult.	is your job physically demanding	I ocassionally have to lift heavy things, but I try to be careful.	is your job physically demanding	True
Do you feel like the pain interferes with your daily life?	has the pain affected your activity	Well, I can't move around very well so that is pretty limiting.   I have had to virtually stop working on the cars in my shop.	has the pain affected your activity	True
That must be really hard for you. I'm sorry to hear that.	i am sorry	Thanks.	i am sorry	True
Are there any other concerns you have regarding the pain?	none	The occasional need to urinate more frequently AddTopic(~complaint2) # adds next complaint to interesting topics so when did that happen? goes to complaint2	any other problems	False
Tell me more about the frequent urination.	tell me more about your back pain	My buddy lives on the second floor in an apartment building.  We needed to bring everything down and there were only 3 of us.  I bent down to help lift the couch and my back has been hurting ever since.	tell me more about your back pain	True
You mentioned more frequent urination. Tell me about that.	tell me more about your back pain	It's a dull ache right in the middle of my lower back.	describe the pain	False
Okay, so you're telling me it's a dull ache in your back that started four or five days ago. Ibuprofen doesn't help much, but bending and moving around makes it feel a lot worse. Is that right?	to summarize	I'm sorry, I don't understand that question. Would you restate it?	none	False
Do you have any concerns about the back pain?	what concerns you about the pain	It is there all the time, it hasn't really gone away since it first started.	what concerns you about the pain	True
Have you noticed any other symptoms?	any other problems	I don't think so.	any other problems	True
Okay, now I'm going to do a general overview of your history, just to get an idea of your health. Is that okay?	ok then	Alrighty.	ok then	True
Are you having any vision problems? 	unknown	I don't seem to have any problems with my vision.	unknown	True
Any hearing problems? 	negative symptoms	No.	negative symptoms	True
Do you have a sore throat or pain in your neck?	do you have any pain in your hip	I have no pain in my neck	do you have any pain in your hip	True
Any dizziness or nausea?	have you been nauseous	I am not nauseous.	have you been nauseous	True
How's your breathing? Any trouble?	negative symptoms	I'm afraid I don't understand that question.	none	False
Are you having any trouble breathing?	negative symptoms	No.	negative symptoms	True
Any pain in your chest?	do you have any pain in your hip	I have no pain in my chest	do you have any pain in your hip	True
Any rashes on your skin?	have you noticed any physical changes	I don't think so.	have you noticed any physical changes	True
How are your bowel movements?	do you have any bowel problems	I have no problems with my bowels.  Sometimes I get a little constipated but then I eat some more fiber and things seem fine.  Everything is going ok now though.	do you have any bowel problems	True
Okay, good. Any joint pain?	do you have any hip pain	No, no joint pain	do you have any hip pain	True
Any itching in your limbs? 	negative symptoms	No.	negative symptoms	True
Do you ever feel shortness of breath?	negative symptoms	No.	negative symptoms	True
And how's your mood been?	how is your hip	My mood is fine	how is your hip	True
Any different than usual?	having mood changes	I'm sorry, I don't understand that question. Would you restate it?	none	False
Is your mood any different from usual?	negative symptoms	No.	negative symptoms	True
Have you ever been diagnosed with any chronic conditions?	have you ever had any serious illnesses	This back pain is my first real issue.	have you ever had any serious illnesses	True
